FBC	19	30.90	19.84	18.62	30.64	0.00	0.00
FBC	20	30.75	19.98	18.67	30.60	0.01	0.00
FBC	21	30.96	19.73	18.62	30.69	0.01	0.00
FBC	22	30.68	19.88	18.59	30.85	0.01	0.00
FBC	23	30.73	19.96	18.90	30.41	0.01	0.00
FBC	24	30.56	20.10	18.89	30.46	0.10	0.00
FBC	25	30.83	19.75	18.77	30.65	0.13	0.00
FBC	26	30.55	20.05	18.73	30.66	0.09	0.00
FBC	27	30.80	19.87	18.64	30.69	0.08	0.00
FBC	28	30.80	19.74	18.73	30.73	0.04	0.00
FBC	29	30.82	19.74	18.63	30.80	0.04	0.00
FBC	30	30.79	19.84	18.59	30.78	0.03	0.00
FBC	31	30.83	19.76	18.72	30.69	0.05	0.00
FBC	32	30.76	20.15	18.57	30.52	0.03	0.00
FBC	33	30.72	19.83	18.83	30.63	0.05	0.00
FBC	34	30.71	20.01	18.84	30.44	0.04	0.00
FBC	35	30.80	19.71	18.78	30.71	0.03	0.00
FBC	36	30.59	20.12	18.69	30.61	0.05	0.00
FBC	37	30.93	19.80	18.51	30.76	0.02	0.00
FBC	38	30.70	19.92	18.77	30.61	0.02	0.00
FBC	39	30.65	19.98	18.76	30.60	0.02	0.00
FBC	40	30.70	19.78	18.55	30.97	0.04	0.00
FBC	41	30.49	20.17	18.65	30.69	0.04	0.00
FBC	42	30.60	19.99	18.68	30.74	0.03	0.00
FBC	43	30.85	19.73	18.57	30.85	0.03	0.00
FBC	44	30.70	19.91	18.71	30.68	0.04	0.00
FBC	45	30.73	19.84	18.77	30.66	0.03	0.00
FBC	46	30.72	19.87	18.77	30.64	0.05	0.00
FBC	47	30.72	19.80	18.81	30.66	0.04	0.00
FBC	48	30.86	19.87	18.61	30.66	0.04	0.00
FBC	49	30.92	19.84	18.80	30.44	0.04	0.00
FBC	50	30.76	19.98	18.80	30.46	0.05	0.00
FBC	51	30.83	19.98	18.49	30.70	0.03	0.00
FBC	52	30.90	19.77	18.72	30.60	0.04	0.00
FBC	53	30.68	19.99	18.69	30.64	0.03	0.00
FBC	54	30.80	19.92	18.71	30.56	0.04	0.00
FBC	55	30.78	19.75	18.75	30.73	0.04	0.00
FBC	56	30.65	20.02	18.64	30.68	0.04	0.00
FBC	57	30.88	19.62	18.79	30.71	0.04	0.00
FBC	58	30.69	19.86	18.58	30.87	0.05	0.00
FBC	59	30.81	19.70	18.65	30.84	0.04	0.00
FBC	60	30.85	19.83	18.83	30.48	0.04	0.00
FBC	61	30.77	19.67	18.82	30.74	0.02	0.00
FBC	62	30.68	19.88	18.86	30.58	0.04	0.00
FBC	63	30.68	19.79	18.89	30.64	0.03	0.00
FBC	64	30.63	19.95	18.55	30.87	0.04	0.00
FBC	65	30.73	19.97	18.79	30.51	0.02	0.00
FBC	66	30.61	20.05	18.76	30.58	0.01	0.00
FBC	67	30.71	19.96	18.69	30.64	0.03	0.00
FBC	68	30.57	19.94	18.79	30.70	0.02	0.00
FBC	69	30.49	20.04	18.68	30.80	0.01	0.00
FBC	70	30.79	19.87	18.74	30.60	0.02	0.00
FBC	71	30.66	19.87	18.75	30.72	0.03	0.00
FBC	72	30.92	19.98	18.55	30.54	0.01	0.00
FBC	73	30.61	19.88	18.76	30.75	0.02	0.00
FBC	74	30.76	19.84	18.73	30.67	0.01	0.00
FBC	75	30.54	20.09	18.88	30.48	0.01	0.00
FBC	76	30.73	19.83	18.86	30.59	0.01	0.00
FBC	77	30.42	20.22	18.85	30.51	0.01	0.00
FBC	78	30.62	19.95	18.84	30.59	0.01	0.00
FBC	79	30.49	20.16	18.80	30.54	0.01	0.00
FBC	80	30.47	19.86	18.97	30.70	0.01	0.00
FBC	81	30.43	20.23	18.86	30.48	0.00	0.00
# ACGT raw counters for first fragments. Use `grep ^FTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
FTC	40870661	26494244	24940959	40758104	34996
# ACGT content per cycle for last fragments. Use `grep ^LBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
LBC	1	30.57	19.99	18.78	30.66	0.08	0.00
LBC	2	30.61	20.07	18.89	30.43	0.03	0.00
LBC	3	30.81	19.95	18.75	30.49	0.02	0.00
LBC	4	30.88	20.01	18.61	30.50	0.03	0.00
LBC	5	30.88	19.90	18.75	30.47	0.02	0.00
LBC	6	30.63	19.88	18.82	30.67	0.02	0.00
LBC	7	30.62	19.70	18.80	30.88	0.02	0.00
LBC	8	30.71	20.07	18.59	30.63	0.02	0.00
LBC	9	30.85	19.87	18.73	30.55	0.03	0.00
LBC	10	30.68	19.94	18.62	30.76	0.02	0.00
LBC	11	30.71	20.03	18.84	30.41	0.02	0.00
LBC	12	30.64	20.00	18.75	30.60	0.03	0.00
LBC	13	30.72	19.80	18.88	30.60	0.02	0.00
LBC	14	30.59	19.99	18.90	30.52	0.03	0.00
LBC	15	30.64	19.94	18.82	30.60	0.03	0.00
LBC	16	30.82	19.80	18.78	30.60	0.04	0.00
LBC	17	30.84	19.87	18.80	30.49	0.06	0.00
LBC	18	30.63	19.94	18.88	30.54	0.03	0.00
LBC	19	30.90	19.74	18.67	30.69	0.03	0.00
LBC	20	30.87	19.88	18.65	30.61	0.03	0.00
LBC	21	30.89	19.70	18.67	30.75	0.03	0.00
LBC	22	30.70	19.88	18.50	30.92	0.03	0.00
LBC	23	30.68	19.91	18.90	30.51	0.03	0.00
LBC	24	30.67	20.08	18.80	30.44	0.04	0.00
LBC	25	30.80	19.75	18.72	30.74	0.03	0.00
LBC	26	30.60	19.99	18.68	30.74	0.03	0.00
LBC	27	30.94	19.78	18.65	30.63	0.03	0.00
LBC	28	30.83	19.70	18.74	30.73	0.03	0.00
LBC	29	30.82	19.71	18.58	30.89	0.05	0.00
LBC	30	30.73	19.81	18.62	30.84	0.04	0.00
LBC	31	30.87	19.70	18.75	30.68	0.04	0.00
LBC	32	30.76	20.12	18.58	30.55	0.03	0.00
LBC	33	30.76	19.80	18.77	30.67	0.04	0.00
LBC	34	30.75	19.99	18.75	30.51	0.06	0.00
LBC	35	30.77	19.64	18.78	30.81	0.03	0.00
LBC	36	30.63	20.05	18.69	30.64	0.05	0.00
LBC	37	30.95	19.78	18.48	30.80	0.03	0.00
LBC	38	30.77	19.84	18.77	30.63	0.04	0.00
LBC	39	30.66	20.00	18.75	30.60	0.04	0.00
LBC	40	30.71	19.74	18.55	31.00	0.04	0.00
LBC	41	30.51	20.14	18.65	30.70	0.04	0.00
LBC	42	30.69	19.82	18.74	30.75	0.04	0.00
LBC	43	30.84	19.79	18.54	30.82	0.04	0.00
LBC	44	30.75	19.87	18.63	30.75	0.03	0.00
LBC	45	30.81	19.75	18.71	30.72	0.04	0.00
LBC	46	30.73	19.82	18.70	30.75	0.04	0.00
LBC	47	30.70	19.77	18.80	30.73	0.04	0.00
LBC	48	30.89	19.85	18.58	30.68	0.06	0.00
LBC	49	30.92	19.77	18.76	30.55	0.05	0.00
LBC	50	30.75	19.86	18.78	30.60	0.05	0.00
LBC	51	30.82	19.92	18.49	30.77	0.05	0.00
LBC	52	30.94	19.69	18.66	30.71	0.05	0.00
LBC	53	30.71	19.90	18.67	30.72	0.04	0.00
LBC	54	30.83	19.78	18.72	30.67	0.05	0.00
LBC	55	30.87	19.70	18.59	30.84	0.06	0.00
LBC	56	30.65	20.02	18.60	30.73	0.05	0.00
LBC	57	30.88	19.67	18.65	30.80	0.05	0.00
LBC	58	30.59	19.93	18.58	30.91	0.06	0.00
LBC	59	30.80	19.70	18.62	30.88	0.06	0.00
LBC	60	30.88	19.73	18.76	30.63	0.05	0.00
LBC	61	30.81	19.68	18.74	30.77	0.07	0.00
LBC	62	30.59	19.84	18.91	30.65	0.05	0.00
LBC	63	30.69	19.72	18.82	30.77	0.06	0.00
LBC	64	30.61	19.86	18.59	30.94	0.06	0.00
LBC	65	30.73	19.89	18.83	30.55	0.07	0.00
LBC	66	30.62	19.99	18.73	30.66	0.06	0.00
LBC	67	30.74	19.88	18.61	30.77	0.06	0.00
LBC	68	30.59	19.82	18.80	30.78	0.06	0.00
LBC	69	30.55	19.89	18.71	30.84	0.06	0.00
LBC	70	30.74	19.83	18.71	30.72	0.05	0.00
LBC	71	30.73	19.77	18.75	30.76	0.07	0.00
LBC	72	30.92	19.83	18.63	30.62	0.07	0.00
LBC	73	30.66	19.92	18.66	30.76	0.06	0.00
LBC	74	30.80	19.77	18.70	30.73	0.06	0.00
LBC	75	30.54	20.08	18.84	30.54	0.07	0.00
LBC	76	30.69	19.76	18.88	30.67	0.06	0.00
LBC	77	30.51	20.23	18.76	30.49	0.06	0.00
LBC	78	30.70	19.86	18.85	30.58	0.08	0.00
LBC	79	30.47	20.07	18.79	30.67	0.05	0.00
LBC	80	30.48	19.85	18.95	30.72	0.07	0.00
LBC	81	30.51	20.14	18.83	30.52	0.05	0.00
# ACGT raw counters for last fragments. Use `grep ^LTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
LTC	40885171	26437465	24906918	40817588	58623
# Insert sizes. Use `grep ^IS | cut -f 2-` to extract this part. The columns are: insert size, pairs total, inward oriented pairs, outward oriented pairs, other pairs
IS	0	0	0	0	0
IS	1	0	0	0	0
IS	2	5	0	5	0
IS	3	5	0	5	0
IS	4	5	0	5	0
IS	5	6	0	6	0
IS	6	5	0	5	0
IS	7	9	0	9	0
IS	8	7	0	7	0
IS	9	9	0	9	0
IS	10	7	0	7	0
IS	11	5	0	5	0
IS	12	3	0	3	0
IS	13	6	0	6	0
IS	14	14	0	14	0
IS	15	5	0	5	0
IS	16	12	0	11	1
IS	17	3	0	3	0
IS	18	6	0	6	0
IS	19	183	77	106	0
IS	20	113	62	51	0
IS	21	136	53	82	1
IS	22	50	21	29	0
IS	23	54	28	26	0
IS	24	39	14	25	0
IS	25	49	21	28	0
IS	26	22	10	12	0
IS	27	41	16	25	0
IS	28	26	9	17	0
IS	29	41	10	31	0
IS	30	25	9	16	0
IS	31	48	23	25	0
IS	32	24	7	17	0
IS	33	39	5	33	1
IS	34	40	18	22	0
IS	35	49	24	25	0
IS	36	45	14	29	2
IS	37	26	7	19	0
IS	38	40	17	22	1
IS	39	36	13	22	1
IS	40	49	13	35	1
IS	41	50	12	35	3
IS	42	71	15	56	0
IS	43	87	42	43	2
IS	44	51	14	34	3
IS	45	50	17	32	1
IS	46	69	20	48	1
IS	47	100	36	64	0
IS	48	59	21	37	1
IS	49	66	21	44	1
IS	50	84	21	63	0
IS	51	111	37	73	1
IS	52	119	32	86	1
IS	53	92	25	67	0
IS	54	3639	38	3600	1
IS	55	3751	43	3708	0
IS	56	3950	30	3919	1
IS	57	4056	45	4009	2
IS	58	4039	43	3996	0
IS	59	4125	60	4064	1
IS	60	4045	37	4007	1
IS	61	4001	35	3966	0
IS	62	4101	52	4048	1
IS	63	4021	58	3963	0
IS	64	3925	34	3890	1
IS	65	4248	55	4193	0
IS	66	4238	45	4190	3
IS	67	4371	53	4317	1
IS	68	4384	59	4325	0
IS	69	4432	48	4384	0
IS	70	4402	48	4354	0
IS	71	4451	59	4392	0
IS	72	4517	58	4458	1
IS	73	4517	77	4437	3
IS	74	4494	78	4416	0
IS	75	4572	78	4493	1
IS	76	4680	77	4603	0
IS	77	4683	85	4598	0
IS	78	4683	98	4585	0
IS	79	4757	80	4676	1
IS	80	4632	110	4522	0
IS	81	4809	2402	2407	0
IS	82	4665	4593	72	0
IS	83	4767	4728	37	2
IS	84	4700	4681	18	1
IS	85	4691	4671	20	0
IS	86	4886	4842	43	1
IS	87	4830	4819	9	2
IS	88	4961	4932	29	0
IS	89	4870	4854	16	0
IS	90	4992	4976	14	2
IS	91	5026	5014	11	1
IS	92	4875	4870	5	0
IS	93	4909	4902	6	1
IS	94	4849	4845	4	0
IS	95	4931	4927	4	0
IS	96	4899	4896	2	1
IS	97	5120	5114	4	2
IS	98	5107	5105	2	0
IS	99	5206	5205	1	0
IS	100	5355	5353	1	1
IS	101	5203	5202	0	1
IS	102	5133	5130	2	1
IS	103	5177	5174	2	1
IS	104	5014	5014	0	0
IS	105	5199	5199	0	0
IS	106	5157	5156	0	1
IS	107	5155	5152	1	2
IS	108	5171	5170	1	0
IS	109	5214	5212	1	1
IS	110	5276	5275	0	1
IS	111	5396	5395	1	0
IS	112	5388	5388	0	0
IS	113	5320	5320	0	0
IS	114	5291	5291	0	0
IS	115	5282	5281	1	0
IS	116	5369	5369	0	0
IS	117	5320	5319	0	1
IS	118	5278	5278	0	0
IS	119	5333	5332	1	0
IS	120	5385	5382	2	1
IS	121	5436	5433	2	1
IS	122	5239	5236	0	3
IS	123	5283	5281	1	1
IS	124	5221	5220	0	1
IS	125	5279	5278	0	1
IS	126	5399	5397	0	2
IS	127	5239	5236	1	2
IS	128	5352	5352	0	0
IS	129	5344	5344	0	0
IS	130	5380	5379	1	0
IS	131	5488	5488	0	0
IS	132	5354	5354	0	0
IS	133	5203	5203	0	0
IS	134	5323	5322	0	1
IS	135	5251	5250	0	1
IS	136	5337	5337	0	0
IS	137	5322	5320	1	1
IS	138	5228	5228	0	0
IS	139	5163	5162	1	0
IS	140	5418	5415	2	1
IS	141	5334	5333	0	1
IS	142	5574	5573	0	1
IS	143	5211	5210	0	1
IS	144	5345	5344	1	0
IS	145	5229	5229	0	0
IS	146	5350	5348	2	0
IS	147	5112	5110	2	0
IS	148	5284	5283	0	1
IS	149	5289	5288	0	1
IS	150	5284	5283	0	1
IS	151	5266	5265	0	1
IS	152	5294	5292	1	1
IS	153	5311	5311	0	0
IS	154	5305	5303	2	0
IS	155	5314	5314	0	0
IS	156	5245	5242	1	2
IS	157	5191	5191	0	0
IS	158	5247	5246	0	1
IS	159	5120	5118	1	1
IS	160	5313	5312	1	0
IS	161	5272	5269	1	2
IS	162	5268	5265	3	0
IS	163	5072	5072	0	0
IS	164	5133	5133	0	0
IS	165	5119	5118	0	1
IS	166	5249	5248	0	1
IS	167	5054	5054	0	0
IS	168	5184	5184	0	0
IS	169	4918	4917	0	1
IS	170	5123	5121	1	1
IS	171	5100	5100	0	0
IS	172	5116	5116	0	0
IS	173	5232	5230	2	0
IS	174	5059	5058	1	0
IS	175	5034	5034	0	0
IS	176	5064	5063	0	1
IS	177	4993	4991	0	2
IS	178	4864	4861	2	1
IS	179	5057	5056	1	0
IS	180	4935	4934	1	0
IS	181	4936	4934	1	1
IS	182	5077	5077	0	0
IS	183	5132	5130	1	1
IS	184	5071	5071	0	0
IS	185	5097	5096	1	0
IS	186	4875	4875	0	0
IS	187	4981	4981	0	0
IS	188	4900	4900	0	0
IS	189	4948	4948	0	0
IS	190	4861	4859	2	0
IS	191	4844	4843	0	1
IS	192	4906	4906	0	0
IS	193	4899	4899	0	0
IS	194	4793	4791	1	1
IS	195	4784	4784	0	0
IS	196	4693	4692	0	1
IS	197	4716	4716	0	0
IS	198	4701	4701	0	0
IS	199	4654	4652	1	1
IS	200	4636	4635	1	0
IS	201	4666	4664	1	1
IS	202	4719	4719	0	0
IS	203	4791	4791	0	0
IS	204	4743	4742	0	1
IS	205	4621	4621	0	0
IS	206	4664	4664	0	0
IS	207	4404	4402	2	0
IS	208	4606	4604	0	2
IS	209	4476	4475	1	0
IS	210	4510	4510	0	0
IS	211	4500	4500	0	0
IS	212	4424	4421	3	0
IS	213	4485	4483	2	0
IS	214	4494	4494	0	0
IS	215	4566	4565	0	1
IS	216	4329	4329	0	0
IS	217	4345	4345	0	0
IS	218	4328	4326	0	2
IS	219	4319	4317	0	2
IS	220	4442	4439	2	1
IS	221	4146	4146	0	0
IS	222	4233	4233	0	0
IS	223	4331	4329	1	1
IS	224	4348	4347	0	1
IS	225	4275	4272	0	3
IS	226	4279	4277	0	2
IS	227	4146	4145	1	0
IS	228	4297	4297	0	0
IS	229	4131	4131	0	0
IS	230	4151	4151	0	0
IS	231	4056	4055	0	1
IS	232	4103	4103	0	0
IS	233	4213	4212	0	1
IS	234	4150	4146	4	0
IS	235	4144	4143	1	0
IS	236	4130	4129	1	0
IS	237	3984	3984	0	0
IS	238	4034	4034	0	0
IS	239	3985	3985	0	0
IS	240	4050	4049	0	1
IS	241	3836	3834	2	0
IS	242	3946	3944	0	2
IS	243	3866	3865	0	1
IS	244	4016	4015	1	0
IS	245	3998	3997	1	0
IS	246	3976	3976	0	0
IS	247	3912	3912	0	0
IS	248	3813	3812	0	1
IS	249	3860	3860	0	0
IS	250	3745	3743	1	1
IS	251	3772	3768	3	1
IS	252	3728	3728	0	0
IS	253	3654	3653	0	1
IS	254	3824	3824	0	0
IS	255	3744	3744	0	0
IS	256	3846	3846	0	0
IS	257	3766	3766	0	0
IS	258	3610	3609	1	0
IS	259	3614	3614	0	0
IS	260	3641	3640	0	1
IS	261	3610	3609	0	1
IS	262	3433	3433	0	0
IS	263	3702	3701	0	1
IS	264	3491	3491	0	0
IS	265	3565	3565	0	0
IS	266	3558	3558	0	0
IS	267	3590	3589	1	0
IS	268	3590	3590	0	0
IS	269	3483	3483	0	0
IS	270	3575	3574	1	0
IS	271	3477	3477	0	0
IS	272	3414	3413	0	1
IS	273	3483	3482	1	0
IS	274	3347	3347	0	0
IS	275	3408	3408	0	0
IS	276	3450	3450	0	0
IS	277	3347	3347	0	0
IS	278	3403	3403	0	0
IS	279	3411	3410	0	1
IS	280	3354	3354	0	0
IS	281	3312	3309	3	0
IS	282	3245	3245	0	0
IS	283	3157	3157	0	0
IS	284	3281	3280	1	0
IS	285	3175	3175	0	0
IS	286	3209	3208	0	1
IS	287	3221	3220	0	1
IS	288	3199	3196	1	2
IS	289	3009	3009	0	0
IS	290	3318	3318	0	0
IS	291	3090	3088	0	2
IS	292	3156	3155	1	0
IS	293	3235	3234	0	1
IS	294	3007	3004	3	0
IS	295	3016	3016	0	0
IS	296	3210	3207	2	1
IS	297	3095	3095	0	0
IS	298	3025	3025	0	0
IS	299	3079	3078	1	0
IS	300	3052	3051	1	0
IS	301	2922	2922	0	0
IS	302	3037	3035	2	0
IS	303	2907	2906	0	1
IS	304	2865	2864	1	0
IS	305	2940	2938	1	1
IS	306	2842	2842	0	0
IS	307	3065	3064	0	1
IS	308	2865	2864	0	1
IS	309	3036	3036	0	0
IS	310	2817	2817	0	0
IS	311	2909	2909	0	0
IS	312	2772	2772	0	0
IS	313	2765	2765	0	0
IS	314	2867	2866	1	0
IS	315	2920	2919	0	1
IS	316	2726	2725	1	0
IS	317	2811	2811	0	0
IS	318	2772	2771	1	0
IS	319	2913	2913	0	0
IS	320	2755	2755	0	0
IS	321	2726	2726	0	0
IS	322	2694	2693	0	1
IS	323	2687	2686	1	0
IS	324	2751	2751	0	0
IS	325	2556	2554	1	1
IS	326	2642	2642	0	0
IS	327	2563	2562	0	1
IS	328	2631	2629	0	2
IS	329	2663	2663	0	0
IS	330	2650	2650	0	0
IS	331	2523	2523	0	0
IS	332	2540	2539	1	0
IS	333	2576	2575	1	0
IS	334	2525	2524	1	0
IS	335	2483	2483	0	0
IS	336	2477	2477	0	0
IS	337	2488	2488	0	0
IS	338	2437	2437	0	0
IS	339	2364	2362	2	0
IS	340	2383	2380	2	1
IS	341	2484	2484	0	0
IS	342	2458	2457	1	0
IS	343	2385	2385	0	0
IS	344	2388	2388	0	0
IS	345	2369	2368	0	1
IS	346	2389	2386	2	1
IS	347	2300	2300	0	0
IS	348	2305	2303	1	1
IS	349	2357	2356	1	0
IS	350	2354	2352	2	0
IS	351	2338	2337	1	0
IS	352	2257	2256	1	0
IS	353	2260	2260	0	0
IS	354	2191	2191	0	0
IS	355	2321	2321	0	0
IS	356	2228	2228	0	0
IS	357	2343	2343	0	0
IS	358	2136	2136	0	0
IS	359	2213	2213	0	0
IS	360	2248	2248	0	0
IS	361	2257	2256	1	0
IS	362	2162	2162	0	0
IS	363	2109	2109	0	0
IS	364	2124	2122	0	2
IS	365	2158	2157	1	0
IS	366	2077	2077	0	0
IS	367	2121	2121	0	0
IS	368	2090	2090	0	0
IS	369	2045	2045	0	0
IS	370	2056	2056	0	0
IS	371	2062	2062	0	0
IS	372	2031	2031	0	0
IS	373	2080	2079	1	0
IS	374	1962	1962	0	0
IS	375	1956	1956	0	0
IS	376	1940	1940	0	0
IS	377	1962	1961	0	1
IS	378	1999	1999	0	0
IS	379	1942	1940	1	1
IS	380	1940	1940	0	0
IS	381	1973	1973	0	0
IS	382	1971	1971	0	0
IS	383	1982	1981	0	1
IS	384	1933	1933	0	0
IS	385	1836	1835	1	0
IS	386	1844	1844	0	0
IS	387	1826	1825	1	0
IS	388	1811	1811	0	0
IS	389	1825	1824	1	0
IS	390	1789	1789	0	0
IS	391	1801	1800	0	1
IS	392	1736	1736	0	0
IS	393	1764	1764	0	0
IS	394	1795	1795	0	0
IS	395	1793	1792	1	0
IS	396	1857	1857	0	0
IS	397	1741	1741	0	0
IS	398	1750	1750	0	0
IS	399	1649	1649	0	0
IS	400	1704	1703	0	1
IS	401	1647	1646	0	1
IS	402	1776	1775	1	0
IS	403	1750	1750	0	0
IS	404	1667	1664	2	1
IS	405	1745	1743	1	1
IS	406	1635	1635	0	0
IS	407	1625	1624	1	0
IS	408	1681	1681	0	0
IS	409	1656	1656	0	0
IS	410	1610	1609	1	0
IS	411	1637	1635	2	0
IS	412	1556	1556	0	0
IS	413	1714	1713	1	0
IS	414	1606	1606	0	0
IS	415	1566	1566	0	0
IS	416	1519	1519	0	0
IS	417	1491	1490	1	0
IS	418	1538	1537	1	0
IS	419	1558	1557	0	1
IS	420	1534	1534	0	0
IS	421	1522	1521	0	1
IS	422	1494	1493	1	0
IS	423	1367	1366	0	1
IS	424	1452	1452	0	0
IS	425	1484	1484	0	0
IS	426	1548	1548	0	0
IS	427	1558	1558	0	0
IS	428	1497	1496	0	1
IS	429	1444	1444	0	0
IS	430	1441	1440	0	1
IS	431	1409	1408	0	1
IS	432	1413	1413	0	0
IS	433	1426	1426	0	0
IS	434	1425	1425	0	0
IS	435	1395	1395	0	0
IS	436	1394	1393	1	0
IS	437	1400	1400	0	0
IS	438	1406	1406	0	0
IS	439	1512	1512	0	0
IS	440	1325	1325	0	0
IS	441	1315	1314	0	1
IS	442	1341	1340	0	1
IS	443	1297	1296	1	0
IS	444	1350	1350	0	0
IS	445	1260	1260	0	0
IS	446	1391	1391	0	0
IS	447	1266	1266	0	0
IS	448	1287	1286	1	0
IS	449	1292	1292	0	0
IS	450	1293	1291	1	1
IS	451	1275	1275	0	0
IS	452	1267	1266	0	1
IS	453	1295	1294	1	0
IS	454	1189	1189	0	0
IS	455	1221	1221	0	0
IS	456	1264	1264	0	0
IS	457	1261	1261	0	0
IS	458	1241	1241	0	0
IS	459	1249	1249	0	0
IS	460	1232	1232	0	0
IS	461	1290	1289	0	1
IS	462	1228	1228	0	0
IS	463	1155	1155	0	0
IS	464	1181	1181	0	0
IS	465	1181	1181	0	0
IS	466	1157	1157	0	0
IS	467	1102	1102	0	0
IS	468	1229	1229	0	0
IS	469	1124	1124	0	0
IS	470	1097	1096	0	1
IS	471	1135	1135	0	0
IS	472	1121	1118	2	1
IS	473	1107	1106	0	1
IS	474	1093	1093	0	0
IS	475	1185	1184	0	1
IS	476	1139	1139	0	0
IS	477	1141	1141	0	0
IS	478	1075	1075	0	0
IS	479	1048	1047	0	1
IS	480	961	961	0	0
IS	481	1112	1112	0	0
IS	482	1004	1004	0	0
IS	483	1044	1044	0	0
IS	484	977	977	0	0
IS	485	1029	1028	1	0
IS	486	1060	1060	0	0
IS	487	1029	1029	0	0
IS	488	995	995	0	0
IS	489	1026	1026	0	0
IS	490	988	988	0	0
IS	491	1003	1003	0	0
IS	492	965	964	1	0
IS	493	975	975	0	0
IS	494	957	957	0	0
IS	495	952	952	0	0
IS	496	944	943	1	0
IS	497	962	962	0	0
IS	498	999	999	0	0
IS	499	972	971	0	1
IS	500	934	934	0	0
IS	501	974	973	1	0
IS	502	944	944	0	0
IS	503	971	970	1	0
IS	504	941	941	0	0
IS	505	919	917	2	0
IS	506	916	916	0	0
IS	507	921	920	1	0
IS	508	866	865	0	1
IS	509	843	842	0	1
IS	510	846	846	0	0
IS	511	852	852	0	0
IS	512	863	863	0	0
IS	513	878	878	0	0
IS	514	855	855	0	0
IS	515	864	864	0	0
IS	516	799	799	0	0
IS	517	842	842	0	0
IS	518	812	811	1	0
IS	519	896	896	0	0
IS	520	830	830	0	0
IS	521	811	811	0	0
IS	522	801	801	0	0
IS	523	791	791	0	0
IS	524	790	790	0	0
IS	525	785	785	0	0
IS	526	816	814	0	2
IS	527	800	799	1	0
IS	528	763	762	0	1
IS	529	849	849	0	0
IS	530	814	814	0	0
IS	531	748	746	2	0
IS	532	771	771	0	0
IS	533	728	728	0	0
IS	534	722	722	0	0
IS	535	733	733	0	0
IS	536	719	718	0	1
IS	537	748	748	0	0
IS	538	717	717	0	0
IS	539	742	741	0	1
IS	540	727	726	0	1
IS	541	762	760	1	1
IS	542	706	705	0	1
IS	543	665	665	0	0
IS	544	686	686	0	0
IS	545	725	725	0	0
IS	546	721	720	1	0
IS	547	705	705	0	0
IS	548	691	690	1	0
IS	549	676	675	0	1
IS	550	705	705	0	0
IS	551	609	609	0	0
IS	552	707	707	0	0
IS	553	663	663	0	0
IS	554	627	627	0	0
IS	555	632	632	0	0
IS	556	646	644	0	2
IS	557	692	692	0	0
IS	558	712	712	0	0
IS	559	640	639	0	1
IS	560	636	635	0	1
IS	561	608	607	1	0
IS	562	645	644	1	0
IS	563	606	606	0	0
IS	564	618	618	0	0
IS	565	593	593	0	0
IS	566	624	624	0	0
IS	567	595	595	0	0
IS	568	620	620	0	0
IS	569	612	611	1	0
IS	570	589	588	1	0
IS	571	548	548	0	0
IS	572	629	628	0	1
IS	573	610	610	0	0
IS	574	596	595	1	0
IS	575	597	597	0	0
IS	576	608	608	0	0
IS	577	560	559	0	1
IS	578	597	597	0	0
IS	579	532	532	0	0
IS	580	500	500	0	0
IS	581	545	544	0	1
IS	582	568	566	0	2
IS	583	544	544	0	0
IS	584	516	515	0	1
IS	585	518	518	0	0
IS	586	520	518	2	0
IS	587	477	477	0	0
IS	588	525	525	0	0
IS	589	534	534	0	0
IS	590	534	534	0	0
IS	591	516	516	0	0
IS	592	539	539	0	0
IS	593	521	521	0	0
IS	594	489	489	0	0
IS	595	523	523	0	0
IS	596	495	495	0	0
IS	597	505	505	0	0
IS	598	502	502	0	0
IS	599	512	512	0	0
IS	600	499	497	0	2
IS	601	510	509	1	0
IS	602	471	471	0	0
IS	603	474	474	0	0
IS	604	437	437	0	0
IS	605	483	483	0	0
IS	606	470	470	0	0
IS	607	425	425	0	0
IS	608	443	443	0	0
IS	609	486	485	0	1
IS	610	430	430	0	0
IS	611	465	465	0	0
IS	612	433	433	0	0
IS	613	451	450	0	1
IS	614	448	448	0	0
IS	615	440	440	0	0
IS	616	427	427	0	0
IS	617	464	464	0	0
IS	618	433	433	0	0
IS	619	413	413	0	0
IS	620	397	397	0	0
IS	621	403	402	1	0
IS	622	453	453	0	0
IS	623	418	418	0	0
IS	624	441	441	0	0
IS	625	383	382	1	0
IS	626	413	413	0	0
IS	627	390	389	0	1
IS	628	419	418	1	0
IS	629	388	388	0	0
IS	630	398	398	0	0
IS	631	375	375	0	0
IS	632	345	345	0	0
IS	633	412	411	0	1
IS	634	419	419	0	0
IS	635	384	384	0	0
IS	636	375	375	0	0
IS	637	360	360	0	0
IS	638	343	343	0	0
IS	639	391	391	0	0
IS	640	351	351	0	0
IS	641	364	364	0	0
IS	642	397	397	0	0
IS	643	359	359	0	0
IS	644	358	357	1	0
IS	645	400	400	0	0
IS	646	377	376	0	1
IS	647	372	372	0	0
IS	648	377	377	0	0
IS	649	341	341	0	0
IS	650	345	345	0	0
